path,emotion,source,intensity,augment_flag
/kaggle/input/cremad/AudioWAV/1072_IEO_DIS_MD.wav,disgust,CREMA-D,medium,False
/kaggle/input/ravdess-emotional-speech-audio/Actor_01/03-01-08-01-01-02-01.wav,surprise,RAVDESS,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0002/Surprise/0002_001403.wav,surprise,ESD,normal,False
/kaggle/input/cremad/AudioWAV/1069_DFA_FEA_XX.wav,fear,CREMA-D,unspecified,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0005/Surprise/0005_001539.wav,surprise,ESD,normal,False
/kaggle/input/ravdess-emotional-speech-audio/Actor_18/03-01-07-01-02-01-18.wav,disgust,RAVDESS,normal,False
/kaggle/input/ravdess-emotional-speech-audio/Actor_06/03-01-04-01-01-02-06.wav,sad,RAVDESS,normal,False
/kaggle/input/cremad/AudioWAV/1007_TIE_SAD_XX.wav,sad,CREMA-D,unspecified,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0018/Sad/0018_001115.wav,sad,ESD,normal,False
/kaggle/input/cremad/AudioWAV/1055_DFA_HAP_XX.wav,happy,CREMA-D,unspecified,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0002/Happy/0002_000862.wav,happy,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0008/Surprise/0008_001568.wav,surprise,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0015/Sad/0015_001181.wav,sad,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0012/Neutral/0012_000090.wav,neutral,ESD,normal,False
/kaggle/input/cremad/AudioWAV/1066_IWW_FEA_XX.wav,fear,CREMA-D,unspecified,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0005/Neutral/0005_000052.wav,neutral,ESD,normal,False
/kaggle/input/cremad/AudioWAV/1043_MTI_HAP_XX.wav,happy,CREMA-D,unspecified,False
/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_24/03-01-06-02-02-02-24.wav,fear,RAVDESS,strong,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0017/Happy/0017_000902.wav,happy,ESD,normal,False
/kaggle/input/cremad/AudioWAV/1005_IEO_HAP_HI.wav,happy,CREMA-D,high,False
/kaggle/input/cremad/AudioWAV/1043_DFA_ANG_XX.wav,angry,CREMA-D,unspecified,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0016/Neutral/0016_000054.wav,neutral,ESD,normal,False
/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_Sad/OAF_kite_sad.wav,sad,TESS,normal,False
/kaggle/input/cremad/AudioWAV/1020_IOM_FEA_XX.wav,fear,CREMA-D,unspecified,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0014/Sad/0014_001110.wav,sad,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0014/Angry/0014_000690.wav,angry,ESD,normal,False
/kaggle/input/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_live_ps.wav,surprise,TESS,normal,False
/kaggle/input/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_Sad/OAF_late_sad.wav,sad,TESS,normal,False
/kaggle/input/ravdess-emotional-speech-audio/Actor_24/03-01-03-02-02-01-24.wav,happy,RAVDESS,strong,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0009/Surprise/0009_001636.wav,surprise,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0004/Happy/0004_000949.wav,happy,ESD,normal,False
/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_neutral/YAF_vote_neutral.wav,neutral,TESS,normal,False
/kaggle/input/cremad/AudioWAV/1078_IWW_SAD_XX.wav,sad,CREMA-D,unspecified,False
/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_13/03-01-08-01-02-02-13.wav,surprise,RAVDESS,normal,False
/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_10/03-01-01-01-02-01-10.wav,neutral,RAVDESS,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0009/Neutral/0009_000011.wav,neutral,ESD,normal,False
/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_02/03-01-06-02-02-01-02.wav,fear,RAVDESS,strong,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0012/Happy/0012_001050.wav,happy,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0009/Angry/0009_000490.wav,angry,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0005/Sad/0005_001130.wav,sad,ESD,normal,False
/kaggle/input/cremad/AudioWAV/1033_IEO_NEU_XX.wav,neutral,CREMA-D,unspecified,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0017/Sad/0017_001387.wav,sad,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0010/Surprise/0010_001597.wav,surprise,ESD,normal,False
/kaggle/input/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/YAF_disgust/YAF_tire_disgust.wav,disgust,TESS,normal,False
/kaggle/input/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/YAF_happy/YAF_hush_happy.wav,happy,TESS,normal,False
/kaggle/input/cremad/AudioWAV/1010_WSI_FEA_XX.wav,fear,CREMA-D,unspecified,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0010/Surprise/0010_001439.wav,surprise,ESD,normal,False
/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_15/03-01-07-02-02-01-15.wav,disgust,RAVDESS,strong,False
/kaggle/input/cremad/AudioWAV/1020_TSI_ANG_XX.wav,angry,CREMA-D,unspecified,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0001/Happy/0001_000781.wav,happy,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0018/Surprise/0018_001654.wav,surprise,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0005/Surprise/0005_001685.wav,surprise,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0009/Neutral/0009_000003.wav,neutral,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0008/Sad/0008_001254.wav,sad,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0013/Happy/0013_000717.wav,happy,ESD,normal,False
/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_02/03-01-06-01-01-02-02.wav,fear,RAVDESS,normal,False
/kaggle/input/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/YAF_pleasant_surprised/YAF_hate_ps.wav,surprise,TESS,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0006/Sad/0006_001134.wav,sad,ESD,normal,False
/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_01/03-01-06-01-02-01-01.wav,fear,RAVDESS,normal,False
/kaggle/input/cremad/AudioWAV/1020_TSI_DIS_XX.wav,disgust,CREMA-D,unspecified,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0002/Surprise/0002_001690.wav,surprise,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0001/Neutral/0001_000228.wav,neutral,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0019/Happy/0019_000765.wav,happy,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0013/Surprise/0013_001703.wav,surprise,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0018/Neutral/0018_000158.wav,neutral,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0017/Sad/0017_001366.wav,sad,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0016/Neutral/0016_000341.wav,neutral,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0016/Sad/0016_001365.wav,sad,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0010/Angry/0010_000492.wav,angry,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0017/Happy/0017_000740.wav,happy,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0015/Neutral/0015_000315.wav,neutral,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0005/Surprise/0005_001626.wav,surprise,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0010/Neutral/0010_000172.wav,neutral,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0008/Happy/0008_000933.wav,happy,ESD,normal,False
/kaggle/input/cremad/AudioWAV/1066_ITS_FEA_XX.wav,fear,CREMA-D,unspecified,False
/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_18/03-01-01-01-01-01-18.wav,neutral,RAVDESS,normal,False
/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_mill_ps.wav,surprise,TESS,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0005/Happy/0005_000967.wav,happy,ESD,normal,False
/kaggle/input/cremad/AudioWAV/1025_IOM_DIS_XX.wav,disgust,CREMA-D,unspecified,False
/kaggle/input/cremad/AudioWAV/1022_TIE_ANG_XX.wav,angry,CREMA-D,unspecified,False
/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_Fear/OAF_kite_fear.wav,fear,TESS,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0019/Sad/0019_001386.wav,sad,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0003/Neutral/0003_000050.wav,neutral,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0020/Sad/0020_001052.wav,sad,ESD,normal,False
/kaggle/input/ravdess-emotional-speech-audio/Actor_12/03-01-08-01-02-02-12.wav,surprise,RAVDESS,normal,False
/kaggle/input/cremad/AudioWAV/1082_ITH_DIS_XX.wav,disgust,CREMA-D,unspecified,False
/kaggle/input/cremad/AudioWAV/1069_IEO_FEA_HI.wav,fear,CREMA-D,high,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0010/Surprise/0010_001634.wav,surprise,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0016/Happy/0016_000917.wav,happy,ESD,normal,False
/kaggle/input/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_disgust/OAF_bought_disgust.wav,disgust,TESS,normal,False
/kaggle/input/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_disgust/OAF_tire_disgust.wav,disgust,TESS,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0009/Neutral/0009_000314.wav,neutral,ESD,normal,False
/kaggle/input/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_Fear/OAF_juice_fear.wav,fear,TESS,normal,False
/kaggle/input/cremad/AudioWAV/1042_TAI_FEA_XX.wav,fear,CREMA-D,unspecified,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0014/Neutral/0014_000113.wav,neutral,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0009/Neutral/0009_000163.wav,neutral,ESD,normal,False
/kaggle/input/cremad/AudioWAV/1072_TSI_FEA_XX.wav,fear,CREMA-D,unspecified,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0017/Happy/0017_001007.wav,happy,ESD,normal,False
/kaggle/input/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/YAF_neutral/YAF_take_neutral.wav,neutral,TESS,normal,False
/kaggle/input/ravdess-emotional-speech-audio/Actor_03/03-01-06-01-02-01-03.wav,fear,RAVDESS,normal,False
/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_01/03-01-07-02-01-01-01.wav,disgust,RAVDESS,strong,False
/kaggle/input/cremad/AudioWAV/1022_TAI_NEU_XX.wav,neutral,CREMA-D,unspecified,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0012/Surprise/0012_001488.wav,surprise,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0001/Happy/0001_000960.wav,happy,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0006/Surprise/0006_001433.wav,surprise,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0005/Surprise/0005_001666.wav,surprise,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0013/Happy/0013_000882.wav,happy,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0008/Neutral/0008_000049.wav,neutral,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0014/Happy/0014_000788.wav,happy,ESD,normal,False
/kaggle/input/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/YAF_sad/YAF_dog_sad.wav,sad,TESS,normal,False
/kaggle/input/cremad/AudioWAV/1042_IWL_FEA_XX.wav,fear,CREMA-D,unspecified,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0019/Sad/0019_001087.wav,sad,ESD,normal,False
/kaggle/input/cremad/AudioWAV/1080_ITS_FEA_XX.wav,fear,CREMA-D,unspecified,False
/kaggle/input/cremad/AudioWAV/1074_TSI_DIS_XX.wav,disgust,CREMA-D,unspecified,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0002/Happy/0002_000908.wav,happy,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0003/Neutral/0003_000230.wav,neutral,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0010/Sad/0010_001139.wav,sad,ESD,normal,False
/kaggle/input/cremad/AudioWAV/1033_ITS_FEA_XX.wav,fear,CREMA-D,unspecified,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0004/Surprise/0004_001420.wav,surprise,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0007/Neutral/0007_000257.wav,neutral,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0011/Happy/0011_000984.wav,happy,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0005/Happy/0005_001030.wav,happy,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0018/Angry/0018_000583.wav,angry,ESD,normal,False
/kaggle/input/cremad/AudioWAV/1091_WSI_HAP_XX.wav,happy,CREMA-D,unspecified,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0010/Sad/0010_001195.wav,sad,ESD,normal,False
/kaggle/input/ravdess-emotional-speech-audio/audio_speech_actors_01-24/Actor_09/03-01-06-01-01-02-09.wav,fear,RAVDESS,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0009/Neutral/0009_000154.wav,neutral,ESD,normal,False
/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/YAF_neutral/YAF_rat_neutral.wav,neutral,TESS,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0006/Happy/0006_000782.wav,happy,ESD,normal,False
/kaggle/input/ravdess-emotional-speech-audio/Actor_05/03-01-02-01-02-02-05.wav,neutral,RAVDESS,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0005/Surprise/0005_001432.wav,surprise,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0015/Sad/0015_001352.wav,sad,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0007/Neutral/0007_000227.wav,neutral,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0006/Surprise/0006_001514.wav,surprise,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0013/Angry/0013_000551.wav,angry,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0003/Angry/0003_000693.wav,angry,ESD,normal,False
/kaggle/input/toronto-emotional-speech-set-tess/TESS Toronto emotional speech set data/OAF_Fear/OAF_choice_fear.wav,fear,TESS,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0003/Angry/0003_000661.wav,angry,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0014/Angry/0014_000682.wav,angry,ESD,normal,False
/kaggle/input/cremad/AudioWAV/1030_IWW_DIS_XX.wav,disgust,CREMA-D,unspecified,False
/kaggle/input/cremad/AudioWAV/1016_TSI_ANG_XX.wav,angry,CREMA-D,unspecified,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0015/Angry/0015_000433.wav,angry,ESD,normal,False
/kaggle/input/cremad/AudioWAV/1081_IWW_DIS_XX.wav,disgust,CREMA-D,unspecified,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0009/Neutral/0009_000150.wav,neutral,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0004/Angry/0004_000553.wav,angry,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0013/Surprise/0013_001530.wav,surprise,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0007/Angry/0007_000413.wav,angry,ESD,normal,False
/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_Pleasant_surprise/OAF_cheek_ps.wav,surprise,TESS,normal,False
/kaggle/input/toronto-emotional-speech-set-tess/tess toronto emotional speech set data/TESS Toronto emotional speech set data/OAF_Fear/OAF_talk_fear.wav,fear,TESS,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0019/Angry/0019_000474.wav,angry,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0009/Happy/0009_000982.wav,happy,ESD,normal,False
/kaggle/input/datasets/nguyenthanhlim/emotional-speech-dataset-esd/Emotion Speech Dataset/0014/Neutral/0014_000299.wav,neutral,ESD,normal,False
